If found, please contact tlang@live.unc.edu
Firmware updated: 2023/02/27
OpenOBS SN:000

time,ambient_light,backscatter,pressure,water_temp,battery
1677519022,2029,11271,9818,2180,639
1677519023,2035,11267,9818,2180,639
1677519024,2023,11270,9817,2180,639
1677519025,2049,11273,9816,2180,639
1677519026,2030,11265,9816,2180,639
1677519027,2026,11269,9817,2180,639
1677519028,2026,11268,9817,2180,639
1677519029,2009,11265,9818,2180,639
1677519030,1951,11271,9817,2180,639
1677519031,1916,11291,9818,2180,639
1677519032,1915,11294,9817,2180,639
1677519033,1891,11270,9816,2180,639
1677519034,1902,11267,9817,2180,639
1677519035,2004,11267,9816,2180,639
1677519036,2023,11265,9817,2181,639
1677519037,2022,11264,9818,2180,639
1677519037,2024,11264,9817,2181,639
1677519038,2023,11269,9816,2181,639
1677519039,2027,11268,9817,2181,639
1677519040,2029,11269,9817,2181,639
1677519041,2029,11268,9819,2181,639
1677519042,2028,11268,9817,2181,639
1677519043,2026,11268,9818,2181,639
1677519044,2023,11262,9816,2181,639
1677519045,2023,11265,9818,2181,639
1677519046,2022,11266,9817,2181,639
1677519047,2021,11263,9817,2181,639
1677519048,2022,11264,9817,2181,639
1677519049,2038,11261,9818,2181,639
1677519050,2049,11263,9818,2182,639
1677519051,2051,11261,9818,2182,639
1677519052,2058,11265,9819,2182,639
1677519053,2060,11263,9817,2182,639
1677519054,2056,11266,9817,2182,639
1677519055,2056,11269,9814,2182,639
1677519056,1898,11289,9818,2182,639
1677519057,1899,11282,9816,2182,639
1677519058,1990,11269,9816,2182,639
1677519058,2038,11262,9816,2182,639
1677519059,2038,11268,9815,2182,639
1677519060,2028,11266,9816,2182,639
1677519061,2060,11269,9815,2182,639
1677519062,2061,11267,9814,2182,639
1677519063,2060,11271,9816,2182,639
1677519064,2058,11273,9818,2182,639
1677519065,2059,11268,9816,2181,639
1677519066,2057,11265,9816,2182,639
1677519067,2056,11266,9816,2182,639
1677519068,2053,11270,9818,2182,639
1677519069,2053,11269,9816,2182,639
1677519070,2051,11265,9817,2182,639
1677519071,2050,11268,9816,2182,639
1677519072,2047,11261,9816,2182,639
1677519073,2044,11270,9815,2182,639
1677519074,2045,11268,9816,2182,639
1677519075,2044,11270,9816,2182,639
1677519076,2041,11266,9816,2182,639
1677519077,2039,11263,9813,2183,639
1677519078,2038,11266,9812,2182,639
1677519079,2037,11267,9812,2182,639
1677519079,2034,11272,9816,2182,639
1677519080,2033,11267,9817,2183,639
1677519081,2032,11263,9816,2183,639
1677519082,2002,11262,9814,2182,639
1677519083,2005,11263,9815,2183,639
1677519084,2004,11264,9816,2183,639
1677519085,2003,11263,9815,2183,639
1677519086,1977,11265,9817,2183,639
1677519087,1994,11269,9815,2183,639
1677519088,1991,11267,9815,2183,639
1677519089,1989,11271,9816,2183,639
1677519090,1990,11264,9815,2183,639
1677519091,1989,11263,9816,2183,639
1677519092,2010,11265,9815,2183,639
1677519093,2010,11271,9817,2183,639
1677519094,2009,11267,9814,2183,639
1677519095,2008,11268,9815,2183,639
1677519096,1992,11267,9813,2183,639
1677519097,1995,11274,9815,2183,639
1677519098,1986,11269,9817,2183,639
1677519099,2029,11265,9814,2183,639
1677519100,2031,11263,9816,2183,639
1677519100,2030,11269,9817,2183,639
1677519101,2028,11274,9816,2183,639
1677519102,2027,11267,9817,2183,639
1677519103,2025,11266,9816,2183,639
1677519104,2022,11269,9816,2183,639
1677519105,2020,11266,9815,2183,639
1677519106,2019,11269,9815,2183,639
1677519107,2015,11265,9815,2183,639
1677519108,2011,11263,9815,2183,639
1677519109,1946,11267,9815,2183,639
1677519110,1958,11271,9814,2183,639
1677519111,1918,11271,9814,2183,639
1677519112,1932,11265,9813,2183,639
1677519113,1929,11275,9815,2183,639
1677519114,1902,11271,9816,2183,639
1677519115,1859,11290,9814,2183,639
1677519116,1863,11265,9815,2183,639
1677519117,1922,11272,9815,2183,639
1677519118,1921,11268,9815,2183,639
1677519119,1895,11267,9816,2183,639
1677519120,1905,11266,9818,2183,639
1677519121,1906,11267,9816,2183,639
1677519121,1966,11265,9816,2183,639
1677519122,1961,11266,9814,2183,639
1677519123,1902,11270,9816,2184,639
1677519124,1887,11266,9815,2183,639
1677519125,1884,11265,9815,2184,639
1677519126,1883,11263,9817,2184,639
1677519127,1888,11265,9814,2184,639
1677519128,1885,11269,9813,2184,639
1677519129,1882,11265,9815,2184,639
1677519130,1932,11267,9811,2184,639
1677519131,1965,11265,9815,2184,639
1677519132,1953,11268,9813,2184,639
1677519133,1948,11267,9816,2184,639
1677519134,1943,11269,9817,2184,639
1677519135,1945,11264,9816,2184,639
1677519136,1945,11262,9815,2184,639
1677519137,1959,11264,9817,2184,639
1677519138,1947,11265,9815,2184,639
1677519139,1910,11267,9814,2184,639
1677519140,1875,11267,9815,2184,639
1677519141,1876,11265,9814,2184,639
1677519142,1885,11268,9815,2184,639
1677519142,1906,11262,9816,2184,639
1677519143,1904,11263,9813,2184,639
1677519144,1903,11265,9814,2184,639
1677519145,1903,11270,9812,2184,639
1677519146,1898,11270,9814,2185,639
1677519147,1883,11270,9814,2185,639
1677519148,1880,11265,9813,2185,639
1677519149,1881,11265,9814,2185,639
1677519150,1869,11266,9813,2185,639
1677519151,1863,11272,9814,2185,639
1677519152,1865,11269,9814,2185,639
1677519153,1865,11270,9815,2185,639
1677519154,1864,11265,9814,2185,639
1677519155,1864,11266,9814,2185,639
1677519156,1861,11269,9815,2185,639
1677519157,1855,11267,9812,2185,639
1677519158,1865,11267,9814,2185,639
1677519159,1854,11268,9816,2185,639
1677519160,1870,11262,9813,2185,639
1677519161,1869,11258,9814,2185,639
1677519162,1862,11274,9814,2185,639
1677519163,1870,11269,9813,2185,639
1677519163,1843,11270,9814,2185,639
1677519164,1842,11269,9814,2185,639
1677519165,1838,11268,9816,2186,639
1677519166,1842,11272,9814,2185,639
1677519167,1841,11269,9815,2185,639
1677519168,1830,11273,9814,2185,639
1677519169,1846,11270,9814,2185,639
1677519170,1846,11268,9815,2186,639
1677519171,1845,11270,9813,2185,639
1677519172,1845,11266,9815,2185,639
1677519173,1851,11269,9815,2185,639
1677519174,1847,11267,9814,2185,639
1677519175,1854,11264,9816,2185,639
1677519176,1854,11267,9814,2186,639
1677519177,1855,11267,9814,2186,639
1677519178,1853,11267,9813,2186,639
1677519179,1855,11273,9815,2186,639
1677519180,1856,11268,9812,2186,639
1677519181,1856,11264,9811,2186,639
1677519182,1864,11269,9812,2186,639
1677519183,1862,11263,9814,2186,639
1677519184,1883,11264,9815,2186,639
1677519185,1884,11265,9814,2186,639
1677519186,1894,11264,9811,2186,639
1677519186,1891,11266,9813,2186,639
1677519187,1860,11263,9814,2185,639
1677519188,1858,11268,9815,2186,639
1677519189,1414,11271,9815,2186,639
1677519190,466,11328,9813,2186,639
1677519191,617,11273,9813,2186,639
1677519192,481,12335,9813,2186,639
1677519193,471,11472,9813,2186,639
1677519194,736,11420,9812,2187,639
1677519195,623,11872,9813,2186,639
1677519196,686,11390,9814,2187,639
1677519197,233,11564,9814,2187,639
1677519198,271,11320,9813,2187,639
1677519199,428,11300,9812,2187,639
1677519200,479,11322,9813,2187,639
1677519201,370,11322,9814,2187,639
1677519202,1016,11306,9812,2187,639
1677519203,1083,11302,9813,2187,639
1677519204,930,11282,9812,2187,639
1677519205,484,11276,9816,2187,639
1677519206,236,11729,9813,2188,639
1677519207,12,12109,9814,2187,639
1677519207,3,13900,9813,2188,639
1677519208,781,11270,9816,2187,639
1677519209,970,11283,9813,2187,639
1677519210,1412,11285,9815,2187,639
1677519211,1389,11281,9814,2187,639
1677519212,1590,11283,9814,2187,639
1677519213,1561,11287,9814,2187,639
1677519214,1501,11283,9813,2187,639
1677519215,1502,11285,9815,2187,639
1677519216,1607,11287,9814,2187,639
1677519217,1632,11278,9815,2187,639
1677519218,1614,11288,9816,2187,639
1677519219,1612,11281,9814,2187,639
1677519220,1612,11283,9813,2187,639
1677519221,1608,11286,9815,2187,639
1677519222,1605,11288,9816,2187,639
1677519223,1553,11288,9815,2187,639
1677519224,1181,11287,9814,2187,639
1677519225,1117,11287,9815,2187,639
1677519226,1158,11283,9815,2187,639
1677519227,1115,11282,9816,2187,639
1677519228,1118,11284,9815,2187,639
1677519229,1148,11290,9817,2187,639
1677519229,1156,11279,9814,2187,639
1677519230,1423,11283,9814,2187,639
1677519231,1556,11285,9814,2187,639
1677519232,1533,11284,9814,2187,639
1677519233,1611,11284,9815,2187,639
1677519234,1608,11286,9815,2187,639
1677519235,1606,11285,9815,2187,639
1677519236,1607,11286,9813,2188,639
1677519237,1604,11284,9816,2188,639
1677519238,1603,11285,9815,2188,639
1677519239,1604,11284,9816,2188,639
1677519240,1605,11284,9816,2188,639
1677519241,1603,11284,9815,2188,639
1677519242,1604,11284,9813,2188,639
1677519243,1603,11287,9816,2188,639
1677519244,1602,11285,9814,2188,639
1677519245,1602,11286,9815,2188,639
1677519246,1602,11284,9814,2188,639
1677519247,1600,11283,9816,2188,639
1677519248,1600,11286,9814,2188,639
1677519249,1600,11281,9816,2188,639
1677519250,1600,11289,9814,2188,639
1677519251,1600,11281,9815,2188,639
1677519251,1599,11287,9816,2188,639
1677519252,1599,11283,9815,2189,639
1677519253,1599,11287,9815,2189,639
1677519254,1600,11287,9814,2189,639
1677519255,1603,11286,9816,2189,639
1677519256,1563,11283,9815,2189,639
1677519257,1373,11284,9815,2189,639
1677519258,1381,11285,9815,2189,639
1677519259,1384,11287,9814,2189,639
1677519260,1385,11290,9816,2189,639
1677519261,1398,11284,9815,2189,639
1677519262,1395,11286,9815,2189,639
1677519263,1397,11288,9814,2189,639
1677519264,1395,11286,9815,2189,639
1677519265,1392,11282,9817,2189,639
1677519266,1391,11282,9814,2189,639
1677519267,890,11288,9814,2189,639
1677519268,762,11288,9814,2189,639
1677519269,929,11282,9816,2189,639
1677519270,777,11292,9816,2190,639
1677519271,915,11284,9815,2190,639
1677519272,940,11287,9815,2190,639
1677519273,949,11291,9815,2190,639
1677519273,959,11292,9817,2190,639
1677519274,962,11292,9815,2190,639
1677519275,964,11296,9815,2190,639
1677519276,964,11286,9815,2190,639
1677519277,963,11293,9816,2190,639
1677519278,968,11294,9814,2190,639
1677519279,964,11285,9817,2190,639
1677519280,971,11288,9815,2190,639
1677519281,974,11292,9816,2190,639
1677519282,975,11287,9815,2190,639
1677519283,974,11295,9816,2190,639
1677519284,976,11287,9817,2190,639
1677519285,980,11288,9816,2190,639
1677519286,984,11292,9816,2190,639
1677519287,985,11290,9815,2190,639
1677519288,984,11287,9816,2190,639
1677519289,984,11288,9816,2190,639
1677519290,987,11285,9817,2190,639
1677519291,977,11291,9817,2190,639
1677519292,969,11287,9818,2190,639
1677519293,966,11287,9816,2190,639
1677519294,962,11290,9817,2190,639
1677519295,967,11288,9814,2190,639
1677519295,974,11284,9815,2191,639
1677519296,964,11291,9816,2190,639
1677519297,978,11291,9815,2190,639
1677519298,993,11287,9817,2191,639
1677519299,956,11286,9816,2191,639
1677519300,930,11287,9816,2191,639
1677519301,811,11297,9817,2191,639
1677519302,769,11290,9815,2191,639
1677519303,738,11294,9817,2191,639
1677519304,683,11294,9814,2191,639
1677519305,774,11296,9817,2191,639
1677519306,792,11287,9816,2191,639
1677519307,781,11291,9815,2191,639
1677519308,776,11292,9818,2191,639
1677519309,784,11286,9816,2191,639
1677519310,775,11289,9817,2191,639
1677519311,771,11289,9815,2191,639
1677519312,769,11293,9817,2191,639
1677519313,771,11288,9817,2192,639
1677519314,771,11287,9815,2192,639
1677519315,772,11284,9819,2192,639
1677519316,776,11286,9819,2192,639
1677519317,773,11290,9817,2192,639
1677519317,777,11285,9816,2192,639
1677519318,777,11283,9816,2192,639
1677519319,777,11292,9815,2192,639
1677519320,776,11291,9816,2192,639
1677519321,774,11289,9817,2192,639
1677519322,768,11287,9815,2192,639
1677519323,785,11286,9818,2192,639
1677519324,837,11290,9817,2192,639
1677519325,845,11288,9815,2193,639
1677519326,836,11291,9816,2193,639
1677519327,828,11290,9818,2193,639
1677519328,831,11286,9815,2193,639
1677519329,834,11291,9816,2193,639
1677519330,839,11290,9814,2193,639
1677519331,844,11290,9816,2193,639
1677519332,1042,11290,9815,2193,639
1677519333,857,11291,9817,2193,639
1677519334,896,11294,9818,2193,639
1677519335,913,11291,9818,2193,639
1677519336,919,11288,9817,2193,639
1677519337,1003,11287,9817,2193,639
1677519338,1090,11287,9816,2193,639
1677519339,1097,11286,9816,2193,639
1677519339,1099,11283,9816,2193,639
1677519340,1099,11288,9817,2193,639
1677519341,1099,11285,9817,2193,639
1677519342,1095,11284,9818,2193,639
1677519343,1095,11288,9818,2193,639
1677519344,1097,11283,9815,2193,639
1677519345,1098,11283,9815,2194,639
1677519346,1100,11287,9816,2194,639
1677519347,1099,11287,9814,2194,639
1677519348,1098,11286,9817,2194,639
1677519349,1100,11290,9818,2194,639
1677519350,1101,11285,9818,2194,639
1677519351,1100,11290,9816,2194,639
1677519352,1098,11286,9818,2194,639
1677519353,1094,11289,9818,2194,639
1677519354,1097,11286,9818,2194,639
1677519355,1096,11291,9816,2194,639
1677519356,1099,11283,9815,2194,639
1677519357,1093,11285,9818,2194,639
1677519358,1095,11287,9817,2194,639
1677519359,1099,11282,9817,2194,639
1677519360,1082,11280,9819,2194,639
1677519360,1059,11284,9815,2194,639
1677519361,1045,11289,9817,2194,639
1677519362,1043,11285,9816,2194,639
1677519363,1073,11285,9816,2194,639
1677519364,1070,11284,9816,2195,639
1677519365,1074,11285,9816,2195,639
1677519366,1079,11284,9817,2195,639
1677519367,1059,11283,9817,2195,639
1677519368,1031,11287,9815,2194,639
1677519369,873,11295,9817,2195,639
1677519370,899,11293,9818,2195,639
1677519371,884,11290,9818,2195,639
1677519372,954,11287,9817,2195,639
1677519373,1057,11289,9816,2195,639
1677519374,1064,11286,9816,2195,639
1677519375,1066,11288,9818,2195,639
1677519376,1054,11287,9816,2195,639
1677519377,1054,11290,9817,2195,639
1677519378,1057,11284,9817,2195,639
1677519379,1057,11287,9817,2195,639
1677519380,1057,11284,9818,2195,639
1677519381,1059,11284,9818,2195,639
1677519382,1058,11292,9814,2195,639
1677519382,1059,11288,9818,2196,639
1677519383,1057,11290,9817,2196,639
1677519384,1053,11289,9815,2196,639
1677519385,1050,11284,9817,2196,639
1677519386,1052,11285,9817,2196,639
1677519387,1052,11288,9815,2196,639
1677519388,1050,11288,9816,2196,639
1677519389,1046,11288,9816,2196,639
1677519390,1046,11290,9816,2196,639
1677519391,1048,11287,9818,2196,639
1677519392,1044,11283,9817,2196,639
1677519393,1045,11286,9818,2196,639
1677519394,1043,11287,9817,2196,639
1677519395,1046,11287,9816,2196,639
1677519396,1048,11289,9815,2196,639
1677519397,1045,11282,9816,2196,639
1677519398,1045,11283,9817,2196,639
1677519399,1046,11287,9814,2196,639
1677519400,1047,11285,9816,2196,639
1677519401,1030,11289,9816,2197,639
1677519402,973,11282,9816,2197,639
1677519403,793,11297,9816,2197,639
1677519404,734,11297,9815,2197,639
1677519404,769,11291,9818,2197,639
1677519405,814,11291,9816,2197,639
1677519406,983,11290,9819,2197,639
1677519407,1044,11283,9817,2197,639
1677519408,1045,11284,9819,2197,639
1677519409,1046,11291,9817,2197,639
1677519410,1054,11291,9817,2197,639
1677519411,1050,11286,9814,2197,639
1677519412,1056,11285,9817,2197,639
1677519413,1052,11283,9817,2197,639
1677519414,1050,11286,9816,2197,639
1677519415,1049,11286,9818,2197,639
1677519416,1049,11287,9818,2197,639
1677519417,1051,11290,9817,2198,639
1677519418,1050,11284,9816,2198,639
1677519419,1053,11286,9817,2198,639
1677519420,1053,11289,9818,2197,639
1677519421,1058,11285,9817,2198,639
1677519422,1052,11285,9817,2198,639
1677519423,1050,11287,9818,2198,639
1677519424,1045,11284,9817,2198,639
1677519425,1052,11286,9817,2198,639
1677519426,1053,11287,9816,2198,639
1677519426,1055,11288,9818,2198,639
1677519427,1059,11285,9815,2198,639
1677519428,1064,11285,9818,2198,639
1677519429,1039,11288,9816,2198,639
1677519430,1049,11285,9816,2198,639
1677519431,1060,11285,9817,2198,639
1677519432,1059,11287,9817,2198,639
1677519433,1055,11286,9816,2198,639
1677519434,1056,11280,9816,2198,639
1677519435,1059,11287,9816,2198,639
1677519436,1058,11286,9818,2198,639
1677519437,1079,11287,9817,2199,639
1677519438,1050,11286,9817,2198,639
1677519439,1034,11288,9818,2199,639
1677519440,963,11289,9815,2199,639
1677519441,752,11300,9816,2199,639
1677519442,736,11304,9816,2199,639
1677519443,741,11304,9816,2199,639
1677519444,806,11301,9816,2199,639
1677519445,944,11260,9816,2199,639
1677519446,1000,11263,9818,2199,639
1677519447,1005,11258,9817,2199,639
1677519448,1009,11260,9815,2199,639
1677519448,1007,11265,9816,2199,639
1677519449,1011,11264,9815,2199,639
1677519450,1016,11264,9816,2199,639
1677519451,1010,11264,9815,2199,639
1677519452,993,11265,9818,2199,639
1677519453,992,11264,9819,2200,639
1677519454,992,11262,9817,2199,639
1677519455,994,11264,9817,2200,639
1677519456,994,11263,9816,2199,639
1677519457,996,11264,9815,2200,639
1677519458,997,11263,9817,2200,639
1677519459,1001,11259,9817,2200,639
1677519460,996,11266,9816,2200,639
1677519461,993,11263,9817,2200,639
1677519462,992,11262,9816,2200,639
1677519463,989,11262,9816,2200,639
1677519464,979,11264,9815,2200,639
1677519465,992,11263,9816,2200,639
1677519466,1001,11263,9816,2200,639
1677519467,994,11266,9817,2200,639
1677519468,1020,11270,9817,2200,639
1677519469,1019,11263,9817,2200,639
1677519470,1010,11268,9816,2200,639
1677519470,1003,11263,9816,2200,639
1677519471,1004,11263,9818,2200,639
1677519472,1002,11262,9817,2200,639
1677519473,1002,11258,9818,2201,639
1677519474,1011,11259,9816,2200,639
1677519475,1018,11262,9816,2200,639
1677519476,947,11260,9817,2201,639
1677519477,695,11272,9818,2200,639
1677519478,726,11281,9815,2200,639
1677519479,701,11281,9815,2201,639
1677519480,598,11279,9818,2201,639
1677519481,487,11285,9817,2201,639
1677519482,750,11298,9817,2201,639
1677519483,748,11304,9817,2201,639
1677519484,733,11301,9816,2201,639
1677519485,916,11320,9816,2201,639
1677519486,192,11265,9815,2201,639
1677519487,19,2950,9824,2202,639
1677519488,13,2954,9851,2201,639
1677519489,17,2941,9852,2201,639
1677519490,18,2937,9852,2201,639
1677519491,29,2948,9855,2201,639
1677519492,26,2958,9853,2201,639
1677519492,8,2954,9851,2200,639
1677519493,4,2960,9850,2201,639
1677519494,8,2956,9850,2200,639
1677519495,11,2947,9850,2200,639
1677519496,13,2957,9849,2200,639
1677519497,16,2948,9847,2200,639
1677519498,15,2946,9848,2200,639
1677519499,14,2947,9849,2199,639
1677519500,14,2952,9849,2199,639
1677519501,13,2947,9852,2199,639
1677519502,14,2953,9851,2199,639
1677519503,14,2955,9850,2199,639
1677519504,13,2945,9850,2199,639
1677519505,12,2946,9851,2198,639
1677519506,13,2945,9849,2198,639
1677519507,12,2946,9852,2198,639
1677519508,14,2948,9851,2198,639
1677519509,14,2943,9850,2198,639
1677519510,14,2947,9851,2198,639
1677519511,14,2945,9853,2198,639
1677519512,14,2946,9851,2198,639
1677519513,18,2945,9852,2198,639
1677519513,25,2955,9850,2197,639
1677519514,343,5864,9815,2197,639
1677519515,60,8230,9817,2197,639
1677519516,34,5958,9816,2197,639
1677519517,37,5966,9816,2196,639
1677519518,37,5957,9815,2196,639
1677519519,72,5954,9814,2196,639
1677519520,79,5944,9814,2196,639
1677519521,78,5943,9815,2196,639
1677519522,79,5936,9817,2196,639
1677519523,79,5935,9817,2196,639
1677519524,80,5929,9816,2196,639
1677519525,81,5928,9815,2196,639
1677519526,81,5923,9816,2196,639
1677519527,79,5922,9817,2196,639
1677519528,75,5918,9814,2196,639
1677519529,79,5923,9815,2196,639
1677519530,81,5919,9817,2196,639
1677519531,81,5923,9817,2196,639
1677519532,81,5912,9816,2196,639
1677519533,81,5911,9814,2196,639
1677519534,81,5908,9816,2196,639
1677519535,81,5912,9815,2196,639
1677519535,80,5911,9815,2196,639
1677519536,81,5908,9815,2196,639
1677519537,80,5911,9816,2196,639
1677519538,82,5913,9816,2196,639
1677519539,81,5913,9817,2196,639
1677519540,81,5910,9816,2196,639
1677519541,82,5908,9817,2196,639
1677519542,82,5903,9815,2196,639
1677519543,81,5902,9815,2196,639
1677519544,81,5896,9819,2196,639
1677519545,81,5903,9815,2196,639
1677519546,81,5895,9816,2196,639
1677519547,80,5892,9813,2196,639
1677519548,81,5896,9815,2196,639
1677519549,80,5898,9817,2195,639
1677519550,39,5890,9815,2196,639
1677519551,32,5885,9818,2196,639
1677519552,32,5888,9815,2195,639
1677519553,55,5885,9816,2195,639
1677519554,58,5887,9817,2195,639
1677519555,57,5887,9815,2195,639
1677519556,56,5887,9815,2195,639
1677519557,61,5887,9816,2195,639
1677519557,69,5883,9815,2195,639
1677519558,68,5890,9813,2195,639
1677519559,68,5886,9814,2195,639
1677519560,68,5883,9816,2194,639
1677519561,69,5890,9816,2194,639
1677519562,69,5887,9816,2194,639
1677519563,68,5883,9815,2194,639
1677519564,69,5888,9814,2194,639
1677519565,68,5887,9815,2194,639
1677519566,69,5884,9813,2194,639
1677519567,69,5886,9816,2193,639
1677519568,69,5886,9817,2193,639
1677519569,68,5889,9816,2193,639
1677519570,69,5884,9816,2193,639
1677519571,68,5882,9816,2193,639
1677519572,69,5888,9817,2193,639
1677519573,68,5886,9815,2192,639
1677519574,68,5884,9816,2192,639
1677519575,62,5886,9815,2192,639
1677519576,64,5889,9815,2192,639
1677519577,65,5884,9815,2192,639
1677519578,55,5879,9815,2191,639
1677519579,47,5881,9815,2191,639
1677519579,43,5891,9817,2191,639
1677519580,43,5879,9814,2191,639
1677519581,41,5884,9814,2191,639
1677519582,39,5877,9816,2191,639
1677519583,38,5884,9815,2191,639
1677519584,38,5879,9816,2190,639
1677519585,53,5877,9817,2190,639
1677519586,61,5884,9815,2190,639
1677519587,40,5880,9816,2189,639
1677519588,50,5883,9815,2189,639
1677519589,48,5877,9815,2189,639
1677519590,47,5875,9817,2189,639
1677519591,47,5886,9816,2188,639
1677519592,47,5882,9816,2188,639
1677519593,46,5882,9815,2188,639
1677519594,45,5878,9815,2188,639
1677519595,45,5882,9817,2188,639
1677519596,45,5880,9815,2188,639
1677519597,46,5882,9816,2187,639
1677519598,47,5880,9815,2187,639
1677519599,47,5878,9814,2187,639
1677519600,46,5876,9815,2186,639
1677519600,46,5876,9814,2186,639
1677519601,45,5878,9816,2186,639
1677519602,46,5881,9815,2186,639
1677519603,46,5878,9815,2185,639
1677519604,46,5874,9815,2185,639
1677519605,45,5876,9816,2185,639
1677519606,45,5874,9815,2185,639
1677519607,46,5878,9815,2184,639
1677519608,46,5876,9814,2184,639
1677519609,48,5883,9814,2184,639
1677519610,52,5874,9816,2184,639
1677519611,32,5876,9815,2183,639
1677519612,32,5878,9813,2183,639
1677519613,32,5874,9816,2183,639
1677519614,32,5874,9816,2182,639
1677519615,32,5871,9815,2182,639
1677519616,36,5869,9814,2181,639
1677519617,53,5872,9815,2181,639
1677519618,58,5870,9814,2181,639
1677519619,60,5865,9816,2181,639
1677519620,58,5867,9814,2180,639
1677519621,56,5869,9815,2180,639
1677519622,54,5867,9815,2179,639
1677519622,53,5871,9814,2179,639
1677519623,53,5870,9815,2179,639
1677519624,53,5872,9813,2178,639
1677519625,52,5869,9815,2178,639
1677519626,52,5863,9815,2178,639
1677519627,51,5863,9816,2177,639
1677519628,52,5867,9816,2177,639
1677519629,51,5869,9816,2177,639
1677519630,52,5863,9815,2176,639
1677519631,51,5862,9814,2176,639
1677519632,52,5868,9815,2176,639
1677519633,52,5866,9814,2175,639
1677519634,52,5869,9815,2175,639
1677519635,52,5870,9817,2175,639
1677519636,52,5864,9815,2174,639
1677519637,52,5867,9815,2174,639
1677519638,51,5869,9815,2173,639
1677519639,51,5862,9815,2173,639
1677519640,51,5863,9814,2173,639
1677519641,51,5867,9816,2172,639
1677519642,51,5865,9814,2172,639
1677519643,50,5864,9816,2172,639
1677519644,50,5871,9815,2172,639
1677519644,51,5870,9814,2171,639
1677519645,51,5871,9814,2171,639
1677519646,51,5867,9814,2171,639
1677519647,50,5868,9813,2170,639
1677519648,44,5866,9814,2170,639
1677519649,37,5872,9815,2170,639
1677519650,33,5956,9815,2169,639
1677519651,32,5966,9816,2169,639
1677519652,30,5969,9817,2169,639
1677519653,31,5969,9816,2168,639
1677519654,31,5960,9814,2168,639
1677519655,40,5968,9816,2168,639
1677519656,42,5965,9814,2167,639
1677519657,42,5964,9816,2167,639
1677519658,42,5962,9814,2167,639
1677519659,42,5961,9817,2166,639
1677519660,42,5966,9812,2166,639
1677519661,42,5965,9816,2165,639
1677519662,42,5962,9816,2165,639
1677519663,41,5965,9814,2165,639
1677519664,41,5961,9815,2164,639
1677519665,42,5959,9812,2164,639
1677519666,42,5959,9816,2164,639
1677519666,42,5965,9813,2164,639
1677519667,42,5967,9815,2163,639
1677519668,42,5954,9815,2163,639
1677519669,43,5966,9816,2163,639
1677519670,43,5966,9816,2162,639
1677519671,43,5961,9815,2162,639
1677519672,43,5964,9816,2161,639
1677519673,43,5965,9814,2161,639
1677519674,43,5965,9815,2161,639
1677519675,43,5966,9816,2160,639
1677519676,44,5966,9816,2160,639
1677519677,43,5969,9816,2160,639
1677519678,44,5968,9813,2159,639
1677519679,43,5966,9817,2159,639
1677519680,43,5961,9816,2159,639
1677519681,44,5960,9813,2158,639
1677519682,43,5959,9815,2158,639
1677519683,43,5962,9815,2157,639
1677519684,42,5957,9815,2157,639
1677519685,40,5959,9814,2157,639
1677519686,32,5961,9815,2157,639
1677519687,30,5957,9818,2156,639
1677519688,32,5961,9817,2156,639
1677519688,31,5955,9816,2156,639
1677519689,30,5961,9813,2156,639
1677519690,32,5956,9815,2155,639
1677519691,41,5958,9816,2155,639
1677519692,46,5958,9815,2155,639
1677519693,47,5966,9816,2154,639
1677519694,46,5962,9815,2154,639
1677519695,47,5959,9815,2153,639
1677519696,47,5966,9812,2153,639
1677519697,46,5959,9813,2153,639
1677519698,47,5959,9815,2152,639
1677519699,46,5960,9814,2152,639
1677519700,46,5963,9813,2152,639
1677519701,46,5961,9816,2152,639
1677519702,46,5959,9815,2151,639
1677519703,46,5962,9815,2151,639
1677519704,45,5962,9814,2151,639
1677519705,47,5961,9815,2150,639
1677519706,46,5956,9815,2150,639
1677519707,46,5959,9814,2150,639
1677519708,46,5958,9814,2150,639
1677519709,47,5960,9815,2149,639
1677519710,46,5955,9815,2149,639
1677519710,47,5965,9814,2148,639
1677519711,47,5959,9816,2148,639
1677519712,47,5962,9815,2148,639
1677519713,46,5965,9815,2148,639
1677519714,47,5960,9814,2147,639
1677519715,47,5960,9817,2147,639
1677519716,47,5963,9815,2147,639
1677519717,46,5960,9816,2146,639
1677519718,46,5961,9815,2146,639
1677519719,46,5964,9816,2146,639
1677519720,45,5962,9815,2145,639
1677519721,45,5960,9815,2145,639
1677519722,44,5963,9813,2145,639
1677519723,43,5963,9815,2145,639
1677519724,30,5962,9812,2144,639
1677519725,28,5962,9815,2144,639
1677519726,30,5970,9815,2144,639
1677519727,29,5964,9816,2144,639
1677519728,31,5969,9814,2143,639
1677519729,39,5969,9814,2143,639
1677519730,46,5972,9815,2143,639
1677519731,47,5969,9815,2142,639
1677519731,47,5962,9814,2142,639
1677519732,48,5968,9813,2142,639
1677519733,48,5965,9816,2141,639
1677519734,47,5968,9816,2141,639
1677519735,46,5963,9814,2141,639
1677519736,47,5962,9815,2141,639
1677519737,47,5970,9816,2140,639
1677519738,47,5967,9814,2140,639
1677519739,46,5963,9814,2140,639
1677519740,47,5968,9815,2140,639
1677519741,46,5963,9815,2139,639
1677519742,47,5968,9815,2139,639
