if found, contact efe@unc.edu
Running: C:\Users\Ted\Documents\GitHub\OpenOBS\sensor_firmware\sensor_firmware.ino
OpenOBS SN:25

time,R0,Rv,gain,temp
946684812,60,0,0,
946684812,61,0,0,
946684812,62,0,0,
946684812,61,0,0,
946684812,62,0,0,
946684812,62,0,0,
946684812,63,0,0,
946684812,63,0,0,
946684812,65,0,0,
946684812,64,0,0,
946684812,63,0,0,
946684812,65,0,0,
946684812,65,0,0,
946684812,67,0,0,
946684812,67,0,0,
946684812,67,0,0,
946684812,68,0,0,
946684812,69,0,0,
946684812,69,0,0,
946684812,70,0,0,
946684812,68,0,0,
946684812,69,0,0,
946684812,68,0,0,
946684812,69,0,0,
946684812,69,0,0,
946684812,67,0,0,
946684812,67,0,0,
946684812,68,0,0,
946684812,68,0,0,
946684812,68,0,0,
946684812,69,0,0,
946684812,67,0,0,
946684812,68,0,0,
946684813,67,0,0,
946684813,69,0,0,
946684813,68,0,0,
946684813,68,0,0,
946684813,68,0,0,
946684813,67,0,0,
946684813,69,0,0,
946684813,68,0,0,
946684813,68,0,0,
946684813,68,0,0,
946684813,68,0,0,
946684813,69,0,0,
946684813,70,0,0,
946684813,69,0,0,
946684813,69,0,0,
946684813,70,0,0,
946684813,70,0,0,
946684813,71,0,0,
946684813,69,0,0,
946684813,69,0,0,
946684813,68,0,0,
946684813,69,0,0,
946684813,70,0,0,
946684813,69,0,0,
946684813,69,0,0,
946684813,69,0,0,
946684813,68,0,0,
946684813,69,0,0,
946684813,68,0,0,
946684813,67,0,0,
946684813,67,0,0,
946684813,67,0,0,
946684813,67,0,0,
946684813,67,0,0,
946684813,66,0,0,
946684813,68,0,0,
946684813,66,0,0,
946684813,66,0,0,
946684813,65,0,0,
946684813,65,0,0,
946684813,66,0,0,
946684813,65,0,0,
946684813,66,0,0,
946684813,65,0,0,
946684813,65,0,0,
946684813,67,0,0,
946684813,66,0,0,
946684813,64,0,0,
946684813,66,0,0,
946684813,65,0,0,
946684813,65,0,0,
946684813,12123,0,1,23.50
946684813,12215,0,1,
946684813,12280,0,1,
946684813,12356,0,1,
946684813,12444,0,1,
946684813,12545,0,1,
946684813,12667,0,1,
946684813,12806,0,1,
946684813,12974,0,1,
946684813,13154,0,1,
946684813,13339,0,1,
946684813,13535,0,1,
946684813,13748,0,1,
946684813,13972,0,1,
946684813,14202,0,1,
946684813,14415,0,1,
946684813,14638,0,1,
946684813,14844,0,1,
946684813,15031,0,1,
946684813,15157,0,1,
946684813,15133,0,1,
946684813,15311,0,1,
946684813,15394,0,1,
946684813,15499,0,1,
946684813,15600,0,1,
946684813,15678,0,1,
946684813,15725,0,1,
946684813,15757,0,1,
946684813,15798,0,1,
946684813,15858,0,1,
946684813,15936,0,1,
946684813,16020,0,1,
946684813,16054,0,1,
946684813,16041,0,1,
946684813,15969,0,1,
946684813,15857,0,1,
946684813,15734,0,1,
946684813,15598,0,1,
946684813,15471,0,1,
946684813,15356,0,1,
946684813,15233,0,1,
946684813,15119,0,1,
946684813,15023,0,1,
946684813,14927,0,1,
946684813,14852,0,1,
946684813,14778,0,1,
946684813,14682,0,1,
946684813,14594,0,1,
946684813,14574,0,1,
946684813,14528,0,1,
946684813,14463,0,1,
946684813,14316,0,1,
946684813,14132,0,1,
946684813,13935,0,1,
946684813,13805,0,1,
946684813,13753,0,1,
946684813,13737,0,1,
946684813,13697,0,1,
946684813,13607,0,1,
946684813,13464,0,1,
946684813,13322,0,1,
946684813,13232,0,1,
946684813,13195,0,1,
946684813,13178,0,1,
946684813,13165,0,1,
946684813,13143,0,1,
946684813,12927,0,1,
946684813,13087,0,1,
946684813,13065,0,1,
946684813,13045,0,1,
946684813,13018,0,1,
946684813,12988,0,1,
946684813,12943,0,1,
946684813,12884,0,1,
946684813,12823,0,1,
946684813,12762,0,1,
946684813,12702,0,1,
946684813,12656,0,1,
946684813,12628,0,1,
946684813,12606,0,1,
946684813,12594,0,1,
946684813,12590,0,1,
946684813,12591,0,1,
946684813,12602,0,1,
946684813,12620,0,1,
946684813,12642,0,1,
946684813,12673,0,1,
946684813,12718,0,1,
946684813,12771,0,1,
946684813,12751,0,1,
946684813,12898,0,1,
946684813,12963,0,1,
946684813,13029,0,1,
946684813,13097,0,1,
946684813,13167,0,1,
946684813,13237,0,1,
946684813,13304,0,1,
946684813,13365,0,1,
946684813,13447,0,1,
946684813,13518,0,1,
946684813,13612,0,1,
946684813,13690,0,1,
946684813,13779,0,1,
946684813,13875,0,1,
946684813,13976,0,1,
946684813,14082,0,1,
946684813,14191,0,1,
946684813,14285,0,1,
946684813,14398,0,1,
946684813,14503,0,1,
946684813,14603,0,1,
946684813,14694,0,1,
946684813,14770,0,1,
946684813,14708,0,1,
946684813,14861,0,1,
946684813,14871,0,1,
946684813,14861,0,1,
946684813,14818,0,1,
946684813,14790,0,1,
946684813,14730,0,1,
946684813,14653,0,1,
946684813,14581,0,1,
946684813,14483,0,1,
946684813,14373,0,1,
946684813,14264,0,1,
946684813,14152,0,1,
946684813,14061,0,1,
946684813,13976,0,1,
946684813,13892,0,1,
946684813,13820,0,1,
946684813,13761,0,1,
946684813,13718,0,1,
946684813,13681,0,1,
946684813,13656,0,1,
946684813,13644,0,1,
946684813,13641,0,1,
946684813,13642,0,1,
946684813,13664,0,1,
946684814,13672,0,1,
946684814,13686,0,1,
946684814,13697,0,1,
946684814,13698,0,1,
946684814,13695,0,1,
946684814,13689,0,1,
946684814,13680,0,1,
946684814,13672,0,1,
946684814,13659,0,1,
946684814,13645,0,1,
946684814,13622,0,1,
946684814,13597,0,1,
946684814,13570,0,1,
946684814,13543,0,1,
946684814,13517,0,1,
946684814,13500,0,1,
946684814,13498,0,1,
946684814,13498,0,1,
946684814,13504,0,1,
946684814,13513,0,1,
946684814,13523,0,1,
946684814,13349,0,1,
946684814,13564,0,1,
946684814,13585,0,1,
946684814,13618,0,1,
946684814,13660,0,1,
946684814,13695,0,1,
946684814,13715,0,1,
946684814,13729,0,1,
946684814,13734,0,1,
946684814,13730,0,1,
946684814,13720,0,1,
946684814,13704,0,1,
946684814,13677,0,1,
946684814,13646,0,1,
946684814,13615,0,1,
946684814,13577,0,1,
946684814,13537,0,1,
946684814,13497,0,1,
946684814,13461,0,1,
946684814,13436,0,1,
946684814,13424,0,1,
946684814,13412,0,1,
946684814,13402,0,1,
946684814,13256,0,1,
946684814,13379,0,1,
946684814,13391,0,1,
946684814,13418,0,1,
946684814,13463,0,1,
946684814,13513,0,1,
946684814,13547,0,1,
946684814,13590,0,1,
946684814,13616,0,1,
946684814,13640,0,1,
946684814,13668,0,1,
946684814,13693,0,1,
946684814,13721,0,1,
946684814,13748,0,1,
946684814,13766,0,1,
946684814,13773,0,1,
946684814,13769,0,1,
946684814,13760,0,1,
946684814,13745,0,1,
946684814,13735,0,1,
946684814,13728,0,1,
946684814,13729,0,1,
946684814,13733,0,1,
946684814,13738,0,1,
946684814,13626,0,1,
946684814,13735,0,1,
946684814,13721,0,1,
946684814,13712,0,1,
946684814,13706,0,1,
946684814,13705,0,1,
946684814,13704,0,1,
946684814,13699,0,1,
946684814,13687,0,1,
946684814,13670,0,1,
946684814,13655,0,1,
946684814,13634,0,1,
946684814,13606,0,1,
946684814,13577,0,1,
946684814,13552,0,1,
946684814,13528,0,1,
946684814,13501,0,1,
946684814,13470,0,1,
946684814,13440,0,1,
946684814,13405,0,1,
946684814,13362,0,1,
946684814,13322,0,1,
946684814,13275,0,1,
946684814,13167,0,1,
946684814,13190,0,1,
946684814,13144,0,1,
946684814,13096,0,1,
946684814,13038,0,1,
946684814,12990,0,1,
946684814,12949,0,1,
946684814,12914,0,1,
946684814,12874,0,1,
946684814,12837,0,1,
946684814,12792,0,1,
946684814,12741,0,1,
946684814,12688,0,1,
946684814,12629,0,1,
946684814,12577,0,1,
946684814,12524,0,1,
946684814,12477,0,1,
946684814,12436,0,1,
946684814,12396,0,1,
946684814,12358,0,1,
946684814,12325,0,1,
946684814,12298,0,1,
946684814,12284,0,1,
946684814,12111,0,1,
946684814,12288,0,1,
946684814,12302,0,1,
946684814,12323,0,1,
946684814,12350,0,1,
946684814,12376,0,1,
946684814,12411,0,1,
946684814,12449,0,1,
946684814,12491,0,1,
946684814,12532,0,1,
946684814,12575,0,1,
946684814,12615,0,1,
946684814,12650,0,1,
946684814,12679,0,1,
946684814,12699,0,1,
946684814,12710,0,1,
946684814,12712,0,1,
946684814,12709,0,1,
946684814,12704,0,1,
946684814,12699,0,1,
946684814,12694,0,1,
946684814,12688,0,1,
946684814,12690,0,1,
946684814,12652,0,1,
946684814,12711,0,1,
946684814,12732,0,1,
946684814,12755,0,1,
946684814,12799,0,1,
946684814,12838,0,1,
946684814,12877,0,1,
946684814,12910,0,1,
946684814,12935,0,1,
946684814,12967,0,1,
946684814,13001,0,1,
946684814,13034,0,1,
946684814,13066,0,1,
946684814,13095,0,1,
946684814,13119,0,1,
946684814,13134,0,1,
946684814,13143,0,1,
946684814,13151,0,1,
946684814,13160,0,1,
946684814,13171,0,1,
946684814,13188,0,1,
946684814,13206,0,1,
946684814,13212,0,1,
946684814,13219,0,1,
946684814,13084,0,1,
946684814,13220,0,1,
946684814,13220,0,1,
946684814,13225,0,1,
946684814,13230,0,1,
946684814,13238,0,1,
946684814,13240,0,1,
946684814,13241,0,1,
946684814,13239,0,1,
946684814,13236,0,1,
946684814,13237,0,1,
946684814,13235,0,1,
946684814,13228,0,1,
946684814,13218,0,1,
946684814,13211,0,1,
946684814,13202,0,1,
946684814,13195,0,1,
946684814,13183,0,1,
946684814,13174,0,1,
946684814,13171,0,1,
946684814,13167,0,1,
946684814,13158,0,1,
946684814,13147,0,1,
946684814,13059,0,1,
946684815,13100,0,1,
946684815,13064,0,1,
946684815,13025,0,1,
946684815,12977,0,1,
946684815,12932,0,1,
946684815,12889,0,1,
946684815,12843,0,1,
946684815,12803,0,1,
946684815,12758,0,1,
946684815,12720,0,1,
946684815,12686,0,1,
946684815,12663,0,1,
946684815,12651,0,1,
946684815,12652,0,1,
946684815,12664,0,1,
946684815,12686,0,1,
946684815,12712,0,1,
946684815,12736,0,1,
946684815,12767,0,1,
946684815,12797,0,1,
946684815,12830,0,1,
946684815,12860,0,1,
946684815,12730,0,1,
946684815,12913,0,1,
946684815,12933,0,1,
946684815,12950,0,1,
946684815,12962,0,1,
946684815,12968,0,1,
946684815,12924,0,1,
946684815,12959,0,1,
946684815,12966,0,1,
946684815,12970,0,1,
946684815,12986,0,1,
946684815,13000,0,1,
946684815,13005,0,1,
946684815,13009,0,1,
946684815,13007,0,1,
946684815,13010,0,1,
946684815,13021,0,1,
946684815,13032,0,1,
946684815,13043,0,1,
946684815,13061,0,1,
946684815,13079,0,1,
946684815,13095,0,1,
946684815,13102,0,1,
946684815,13103,0,1,
946684815,13100,0,1,
946684815,13099,0,1,
946684815,13105,0,1,
946684815,13112,0,1,
946684815,13118,0,1,
946684815,13121,0,1,
946684815,13118,0,1,
946684815,13109,0,1,
946684815,13102,0,1,
946684815,13095,0,1,
946684815,13093,0,1,
946684815,13090,0,1,
946684815,13079,0,1,
946684815,13067,0,1,
946684815,13055,0,1,
946684815,13037,0,1,
946684815,13024,0,1,
946684815,13008,0,1,
946684815,12996,0,1,
946684815,12991,0,1,
946684815,12998,0,1,
946684815,13004,0,1,
946684815,13013,0,1,
946684815,12870,0,1,
946684815,13028,0,1,
946684815,13038,0,1,
946684815,13047,0,1,
946684815,13058,0,1,
946684815,13070,0,1,
946684815,13085,0,1,
946684815,13091,0,1,
946684815,13087,0,1,
946684815,13073,0,1,
946684815,13057,0,1,
946684815,13041,0,1,
946684815,13029,0,1,
946684815,13014,0,1,
946684815,12998,0,1,
946684815,12988,0,1,
946684815,12974,0,1,
946684815,12962,0,1,
946684815,12954,0,1,
946684815,12947,0,1,
946684815,12949,0,1,
946684815,12952,0,1,
946684815,12959,0,1,
946684815,12883,0,1,
946684815,12970,0,1,
946684815,12970,0,1,
946684815,12968,0,1,
946684815,12971,0,1,
946684815,12976,0,1,
946684815,12984,0,1,
946684815,13000,0,1,
946684815,13017,0,1,
946684815,13033,0,1,
946684815,13051,0,1,
946684815,13066,0,1,
946684815,13083,0,1,
946684815,13095,0,1,
946684815,13107,0,1,
946684815,13115,0,1,
946684815,13124,0,1,
946684815,13133,0,1,
946684815,13144,0,1,
946684815,13153,0,1,
946684815,13162,0,1,
946684815,13176,0,1,
946684815,13190,0,1,
946684815,13052,0,1,
946684815,13225,0,1,
946684815,13235,0,1,
946684815,13244,0,1,
946684815,13248,0,1,
946684815,13248,0,1,
946684815,13247,0,1,
946684815,13243,0,1,
946684815,13241,0,1,
946684815,13239,0,1,
946684815,13239,0,1,
946684815,13238,0,1,
946684815,13237,0,1,
946684815,13233,0,1,
946684815,13233,0,1,
946684815,13227,0,1,
946684815,13213,0,1,
946684815,13195,0,1,
946684815,13174,0,1,
946684815,13151,0,1,
946684815,13126,0,1,
946684815,13101,0,1,
946684815,13075,0,1,
946684815,13057,0,1,
946684815,13041,0,1,
946684815,13031,0,1,
946684815,13027,0,1,
946684815,13028,0,1,
946684815,13034,0,1,
946684815,13046,0,1,
946684815,13064,0,1,
946684815,13089,0,1,
946684815,13112,0,1,
946684815,13133,0,1,
946684815,13161,0,1,
946684815,13199,0,1,
946684815,13240,0,1,
946684815,13277,0,1,
946684815,13307,0,1,
946684815,13327,0,1,
946684815,13338,0,1,
946684815,13342,0,1,
946684815,13341,0,1,
946684815,13338,0,1,
946684815,13328,0,1,
946684815,13322,0,1,
946684815,13310,0,1,
946684815,13111,0,1,
946684815,13275,0,1,
946684815,13254,0,1,
946684815,13244,0,1,
946684815,13244,0,1,
946684815,13249,0,1,
946684815,13262,0,1,
946684815,13282,0,1,
946684815,13302,0,1,
946684815,13322,0,1,
946684815,13340,0,1,
946684815,13355,0,1,
946684815,13365,0,1,
946684815,13343,0,1,
946684815,13369,0,1,
946684815,13349,0,1,
946684815,13334,0,1,
946684815,13310,0,1,
946684815,13290,0,1,
946684815,13249,0,1,
946684815,13203,0,1,
946684815,13151,0,1,
946684815,13097,0,1,
946684815,12953,0,1,
946684815,13005,0,1,
946684816,12969,0,1,
946684816,12938,0,1,
946684816,12915,0,1,
946684816,12890,0,1,
946684816,12872,0,1,
946684816,12864,0,1,
946684816,12868,0,1,
946684816,12885,0,1,
946684816,12912,0,1,
946684816,12941,0,1,
946684816,12969,0,1,
946684816,12995,0,1,
946684816,13015,0,1,
946684816,13040,0,1,
946684816,13062,0,1,
946684816,13088,0,1,
946684816,13113,0,1,
946684816,13135,0,1,
946684816,13147,0,1,
946684816,13150,0,1,
946684816,13144,0,1,
946684816,13132,0,1,
946684816,13025,0,1,
946684816,13103,0,1,
946684816,13098,0,1,
946684816,13099,0,1,
946684816,13104,0,1,
946684816,13113,0,1,
946684816,13126,0,1,
946684816,13143,0,1,
946684816,13171,0,1,
946684816,13209,0,1,
946684816,13249,0,1,
946684816,13299,0,1,
946684816,13346,0,1,
946684816,13385,0,1,
946684816,13414,0,1,
946684816,13426,0,1,
946684816,13426,0,1,
946684816,13423,0,1,
946684816,13411,0,1,
946684816,13388,0,1,
946684816,13363,0,1,
946684816,13347,0,1,
946684816,13314,0,1,
946684816,13270,0,1,
946684816,13237,0,1,
946684816,13203,0,1,
946684816,13172,0,1,
946684816,13154,0,1,
946684816,13139,0,1,
946684816,13127,0,1,
946684816,13118,0,1,
946684816,13121,0,1,
946684816,13133,0,1,
946684816,13140,0,1,
946684816,13155,0,1,
946684816,13197,0,1,
946684816,13242,0,1,
946684816,13282,0,1,
946684816,13313,0,1,
946684816,13335,0,1,
946684816,13351,0,1,
946684816,13360,0,1,
946684816,13362,0,1,
946684816,13370,0,1,
946684816,13383,0,1,
946684816,13365,0,1,
946684816,13214,0,1,
946684816,13414,0,1,
946684816,13416,0,1,
946684816,13420,0,1,
946684816,13435,0,1,
946684816,13451,0,1,
946684816,13470,0,1,
946684816,13488,0,1,
946684816,13501,0,1,
946684816,13514,0,1,
946684816,13515,0,1,
946684816,13510,0,1,
946684816,13497,0,1,
946684816,13454,0,1,
946684816,13434,0,1,
946684816,13428,0,1,
946684816,13405,0,1,
946684816,13377,0,1,
946684816,13349,0,1,
946684816,13298,0,1,
946684816,13245,0,1,
946684816,13192,0,1,
946684816,13117,0,1,
946684816,12981,0,1,
946684816,13024,0,1,
946684816,12978,0,1,
946684816,12927,0,1,
946684816,12871,0,1,
946684816,12805,0,1,
946684816,12737,0,1,
946684816,12668,0,1,
946684816,12608,0,1,
946684816,12558,0,1,
946684816,12513,0,1,
946684816,12465,0,1,
946684816,12415,0,1,
946684816,12367,0,1,
946684816,12324,0,1,
946684816,12292,0,1,
946684816,12268,0,1,
946684816,12252,0,1,
946684816,12242,0,1,
946684816,12229,0,1,
946684816,12216,0,1,
946684816,12200,0,1,
946684816,12183,0,1,
946684816,12173,0,1,
946684816,12079,0,1,
946684816,12161,0,1,
946684816,12156,0,1,
946684816,12142,0,1,
946684816,12123,0,1,
946684816,12095,0,1,
946684816,12063,0,1,
946684816,12030,0,1,
946684816,11996,0,1,
946684816,11960,0,1,
946684816,11923,0,1,
946684816,11885,0,1,
946684816,11842,0,1,
946684816,11798,0,1,
946684816,11738,0,1,
946684816,11685,0,1,
946684816,11676,0,1,
946684816,11649,0,1,
946684816,11631,0,1,
946684816,11619,0,1,
946684816,11595,0,1,
946684816,11584,0,1,
946684816,11578,0,1,
946684816,11584,0,1,
946684816,11601,0,1,
946684816,11625,0,1,
946684816,11657,0,1,
946684816,11686,0,1,
946684816,11713,0,1,
946684816,11737,0,1,
946684816,11761,0,1,
946684816,11788,0,1,
946684816,11824,0,1,
946684816,11860,0,1,
946684816,11899,0,1,
946684816,11937,0,1,
946684816,11969,0,1,
946684816,11997,0,1,
946684816,11975,0,1,
946684816,12019,0,1,
946684816,12052,0,1,
946684816,12082,0,1,
946684816,12115,0,1,
946684816,12159,0,1,
946684816,12180,0,1,
946684816,12195,0,1,
946684816,12017,0,1,
946684816,12181,0,1,
946684816,12176,0,1,
946684816,12183,0,1,
946684816,12196,0,1,
946684816,12214,0,1,
946684816,12236,0,1,
946684816,12246,0,1,
946684816,12244,0,1,
946684816,12233,0,1,
946684816,12220,0,1,
946684816,12216,0,1,
946684816,12218,0,1,
946684816,12222,0,1,
946684816,12226,0,1,
946684816,12221,0,1,
946684816,12208,0,1,
946684816,12191,0,1,
946684816,12177,0,1,
946684816,12167,0,1,
946684816,12163,0,1,
946684816,12161,0,1,
946684816,12166,0,1,
946684816,12077,0,1,
946684816,12158,0,1,
946684817,12148,0,1,
946684817,12136,0,1,
946684817,12133,0,1,
946684817,12136,0,1,
946684817,12146,0,1,
946684817,12157,0,1,
946684817,12158,0,1,
946684817,12153,0,1,
946684817,12129,0,1,
946684817,12107,0,1,
946684817,12079,0,1,
946684817,12051,0,1,
946684817,12037,0,1,
946684817,12030,0,1,
946684817,12020,0,1,
946684817,12000,0,1,
946684817,11985,0,1,
946684817,11974,0,1,
946684817,11966,0,1,
946684817,11962,0,1,
946684817,11962,0,1,
946684817,11954,0,1,
946684817,11833,0,1,
946684817,11922,0,1,
946684817,11901,0,1,
946684817,11862,0,1,
946684817,11855,0,1,
946684817,11840,0,1,
946684817,11840,0,1,
946684817,11861,0,1,
946684817,11874,0,1,
946684817,11886,0,1,
946684817,11905,0,1,
946684817,11915,0,1,
946684817,11931,0,1,
946684817,11958,0,1,
946684817,12004,0,1,
946684817,12013,0,1,
946684817,12041,0,1,
946684817,12108,0,1,
946684817,12147,0,1,
946684817,12180,0,1,
946684817,12213,0,1,
946684817,12228,0,1,
946684817,12250,0,1,
946684817,12229,0,1,
946684817,12302,0,1,
946684817,12326,0,1,
946684817,12344,0,1,
946684817,12357,0,1,
946684817,12361,0,1,
946684817,12362,0,1,
946684817,12359,0,1,
946684817,12362,0,1,
946684817,12370,0,1,
946684817,12384,0,1,
946684817,12411,0,1,
946684817,12442,0,1,
946684817,12467,0,1,
946684817,12489,0,1,
946684817,12505,0,1,
946684817,12514,0,1,
946684817,12526,0,1,
946684817,12538,0,1,
946684817,12546,0,1,
946684817,12551,0,1,
946684817,12559,0,1,
946684817,12557,0,1,
946684817,12382,0,1,
946684817,12552,0,1,
946684817,12551,0,1,
946684817,12557,0,1,
946684817,12559,0,1,
946684817,12562,0,1,
946684817,12567,0,1,
946684817,12570,0,1,
946684817,12569,0,1,
946684817,12563,0,1,
946684817,12559,0,1,
946684817,12561,0,1,
946684817,12571,0,1,
946684817,12566,0,1,
946684817,12590,0,1,
946684817,12604,0,1,
946684817,12614,0,1,
946684817,12634,0,1,
946684817,12647,0,1,
946684817,12657,0,1,
946684817,12667,0,1,
946684817,12664,0,1,
946684817,12660,0,1,
946684817,12655,0,1,
946684817,12651,0,1,
946684817,12642,0,1,
946684817,12636,0,1,
946684817,12632,0,1,
946684817,12634,0,1,
946684817,12624,0,1,
946684817,12622,0,1,
946684817,12624,0,1,
946684817,12630,0,1,
946684817,12632,0,1,
946684817,12645,0,1,
946684817,12654,0,1,
946684817,12660,0,1,
946684817,12668,0,1,
946684817,12674,0,1,
946684817,12678,0,1,
946684817,12679,0,1,
946684817,12682,0,1,
946684817,12682,0,1,
946684817,12678,0,1,
946684817,12660,0,1,
946684817,12671,0,1,
946684817,12642,0,1,
946684817,12516,0,1,
946684817,12663,0,1,
946684817,12676,0,1,
946684817,12683,0,1,
946684817,12699,0,1,
946684817,12698,0,1,
946684817,12699,0,1,
946684817,12707,0,1,
946684817,12708,0,1,
946684817,12715,0,1,
946684817,12732,0,1,
946684817,12751,0,1,
946684817,12764,0,1,
946684817,12775,0,1,
946684817,12774,0,1,
946684817,12764,0,1,
946684817,12751,0,1,
946684817,12739,0,1,
946684817,12723,0,1,
946684817,12707,0,1,
946684817,12687,0,1,
946684817,12660,0,1,
946684817,12626,0,1,
946684817,12515,0,1,
946684817,12544,0,1,
946684817,12511,0,1,
946684817,12481,0,1,
946684817,12462,0,1,
946684817,12443,0,1,
946684817,12424,0,1,
946684817,12396,0,1,
946684817,12363,0,1,
946684817,12322,0,1,
946684817,12284,0,1,
946684817,12246,0,1,
946684817,12185,0,1,
946684817,12157,0,1,
946684817,12129,0,1,
946684817,12093,0,1,
946684817,12066,0,1,
946684817,12047,0,1,
946684817,12032,0,1,
946684817,12023,0,1,
946684817,12014,0,1,
946684817,12003,0,1,
946684817,12001,0,1,
946684817,11852,0,1,
946684817,12004,0,1,
946684817,12012,0,1,
946684817,12021,0,1,
946684817,12031,0,1,
946684817,12032,0,1,
946684817,12065,0,1,
946684817,12069,0,1,
946684817,12090,0,1,
946684817,12126,0,1,
946684817,12145,0,1,
946684817,12154,0,1,
946684817,12165,0,1,
946684817,12160,0,1,
946684817,12158,0,1,
946684817,12159,0,1,
946684817,12160,0,1,
946684817,12158,0,1,
946684817,12163,0,1,
946684817,12168,0,1,
946684817,12175,0,1,
946684817,12187,0,1,
946684817,12202,0,1,
946684817,12184,0,1,
946684817,12229,0,1,
946684817,12270,0,1,
946684818,12305,0,1,
946684818,12342,0,1,
946684818,12387,0,1,
946684818,12409,0,1,
946684818,12428,0,1,
946684818,12435,0,1,
946684818,12431,0,1,
946684818,12433,0,1,
946684818,12431,0,1,
946684818,12425,0,1,
946684818,12421,0,1,
946684818,12413,0,1,
946684818,12401,0,1,
946684818,12385,0,1,
946684818,12363,0,1,
946684818,12342,0,1,
946684818,12329,0,1,
946684818,12328,0,1,
946684818,12332,0,1,
946684818,12333,0,1,
946684818,12333,0,1,
946684818,12199,0,1,
946684818,12319,0,1,
946684818,12314,0,1,
946684818,12317,0,1,
946684818,12324,0,1,
946684818,12336,0,1,
946684818,12350,0,1,
946684818,12353,0,1,
946684818,12353,0,1,
946684818,12351,0,1,
946684818,12347,0,1,
946684818,12344,0,1,
946684818,12344,0,1,
946684818,12342,0,1,
946684818,12335,0,1,
946684818,12332,0,1,
946684818,12317,0,1,
946684818,12307,0,1,
946684818,12313,0,1,
946684818,12312,0,1,
946684818,12311,0,1,
946684818,12317,0,1,
946684818,12319,0,1,
946684818,12244,0,1,
946684818,12318,0,1,
946684818,12316,0,1,
946684818,12315,0,1,
946684818,12318,0,1,
946684818,12328,0,1,
946684818,12336,0,1,
946684818,12345,0,1,
946684818,12351,0,1,
946684818,12357,0,1,
946684818,12363,0,1,
946684818,12373,0,1,
946684818,12388,0,1,
946684818,12407,0,1,
946684818,12431,0,1,
946684818,12456,0,1,
946684818,12481,0,1,
946684818,12501,0,1,
946684818,12515,0,1,
946684818,12528,0,1,
946684818,12542,0,1,
946684818,12560,0,1,
946684818,12579,0,1,
946684818,12456,0,1,
946684818,12622,0,1,
946684818,12640,0,1,
946684818,12650,0,1,
946684818,12659,0,1,
946684818,12667,0,1,
946684818,12671,0,1,
946684818,12677,0,1,
946684818,12653,0,1,
946684818,12679,0,1,
946684818,12667,0,1,
946684818,12669,0,1,
946684818,12692,0,1,
946684818,12706,0,1,
946684818,12706,0,1,
946684818,12713,0,1,
946684818,12701,0,1,
946684818,12688,0,1,
946684818,12676,0,1,
946684818,12655,0,1,
946684818,12638,0,1,
946684818,12620,0,1,
946684818,12603,0,1,
946684818,12590,0,1,
946684818,12579,0,1,
946684818,12565,0,1,
946684818,12554,0,1,
946684818,12549,0,1,
946684818,12547,0,1,
946684818,12549,0,1,
946684818,12559,0,1,
946684818,12571,0,1,
946684818,12583,0,1,
946684818,12594,0,1,
946684818,12609,0,1,
946684818,12626,0,1,
946684818,12648,0,1,
946684818,12667,0,1,
946684818,12686,0,1,
946684818,12700,0,1,
946684818,12705,0,1,
946684818,12703,0,1,
946684818,12696,0,1,
946684818,12682,0,1,
946684818,12669,0,1,
946684818,12632,0,1,
946684818,12622,0,1,
946684818,12446,0,1,
946684818,12614,0,1,
946684818,12607,0,1,
946684818,74,0,0,
946684818,70,0,0,
946684818,70,0,0,
946684818,68,0,0,
946684818,70,0,0,
946684818,69,0,0,
946684818,69,0,0,
946684818,71,0,0,
946684818,68,0,0,
946684818,70,0,0,
946684818,70,0,0,
946684818,69,0,0,
946684818,70,0,0,
946684818,70,0,0,
946684818,69,0,0,
946684818,70,0,0,
946684818,69,0,0,
946684818,70,0,0,
946684818,69,0,0,
946684818,69,0,0,
946684818,70,0,0,
946684818,70,0,0,
946684818,69,0,0,
946684818,69,0,0,
946684818,69,0,0,
946684818,69,0,0,
946684818,69,0,0,
946684818,69,0,0,
946684818,70,0,0,
946684818,69,0,0,
946684818,70,0,0,
946684818,69,0,0,
946684818,70,0,0,
946684818,69,0,0,
946684818,68,0,0,
946684818,70,0,0,
946684818,70,0,0,
946684818,70,0,0,
946684818,70,0,0,
946684818,70,0,0,
946684818,70,0,0,
946684818,70,0,0,
946684818,68,0,0,
946684818,70,0,0,
946684818,70,0,0,
946684818,70,0,0,
946684818,69,0,0,
946684818,68,0,0,
946684818,69,0,0,
946684818,69,0,0,
946684818,70,0,0,
946684818,70,0,0,
946684818,68,0,0,
946684818,69,0,0,
946684818,69,0,0,
946684818,69,0,0,
946684818,70,0,0,
946684818,68,0,0,
946684818,69,0,0,
946684818,69,0,0,
946684818,69,0,0,
946684818,69,0,0,
946684818,70,0,0,
946684818,70,0,0,
946684818,70,0,0,
946684818,69,0,0,
946684818,70,0,0,
946684818,69,0,0,
946684818,69,0,0,
946684818,69,0,0,
946684819,68,0,0,
946684819,69,0,0,
946684819,69,0,0,
946684819,70,0,0,
946684819,70,0,0,
946684819,68,0,0,
946684819,69,0,0,
946684819,69,0,0,
946684819,70,0,0,
946684819,68,0,0,
946684819,68,0,0,
946684819,68,0,0,
946684819,70,0,0,
946684819,69,0,0,
946684819,69,0,0,
946684819,69,0,0,
946684819,69,0,0,
946684819,70,0,0,
946684819,69,0,0,
